source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	characteristics[cell line]	characteristics[experimental group]	characteristics[sample representation]	assay name	technology type	comment[technical replicate]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[sdrf version]	comment[sdrf annotation tool]	comment[acquisition batch]	comment[cell equivalents per well]	comment[author cell number]	comment[derived data file]	comment[derived data file uri]	comment[biological replicate provenance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[experimental group]	factor value[sample representation]
CBIO715_5_131N	Homo sapiens	not applicable	acute monocytic leukemia	not available	not available	not available	not available	not available	monocyte	cell	study sample	FACS	not applicable	2	1	THP1	THP1	SC	CBIO715_5	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.raw	1	TMT131N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	2	CBIO715_5.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	THP1	SC
CBIO715_5_131C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not available	cell	study sample	FACS	not applicable	2	1	not applicable	mix	SC	CBIO715_5	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.raw	1	TMT131C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	2	CBIO715_5.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	mix	SC
CBIO715_5_132N	Homo sapiens	not applicable	acute monocytic leukemia	not available	not available	not available	not available	not available	monocyte	cell	study sample	FACS	not applicable	2	1	THP1	THP1	SC	CBIO715_5	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.raw	1	TMT132N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	2	CBIO715_5.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	THP1	SC
CBIO715_5_132C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not available	cell	study sample	FACS	not applicable	2	1	not applicable	mix	SC	CBIO715_5	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.raw	1	TMT132C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	2	CBIO715_5.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	mix	SC
CBIO715_5_133N	Homo sapiens	not applicable	histiocytic lymphoma	not available	not available	not available	not available	not available	monocyte	cell	study sample	FACS	not applicable	2	1	U937	U937	SC	CBIO715_5	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.raw	1	TMT133N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	2	CBIO715_5.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	U937	SC
CBIO715_5_133C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not available	cell	study sample	FACS	not applicable	2	1	not applicable	mix	SC	CBIO715_5	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.raw	1	TMT133C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	2	CBIO715_5.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	mix	SC
CBIO715_5_134N	Homo sapiens	not applicable	acute monocytic leukemia	not available	not available	not available	not available	not available	monocyte	cell	study sample	FACS	not applicable	2	1	THP1	THP1	SC	CBIO715_5	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.raw	1	TMT134N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	2	CBIO715_5.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_5.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	THP1	SC
CBIO715_6_126C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not available	cell	carrier	not applicable	carrier	not applicable	1	not applicable	carrier	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT126	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	50	50	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	carrier	SC
CBIO715_6_127N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not available	cell	study sample	FACS	not applicable	4	1	not applicable	mix	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT127N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	4	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	mix	SC
CBIO715_6_127C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT127C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	0	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SC
CBIO715_6_128N	Homo sapiens	not applicable	histiocytic lymphoma	not available	not available	not available	not available	not available	monocyte	cell	study sample	FACS	not applicable	4	1	U937	U937	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT128N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	4	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	U937	SC
CBIO715_6_128C	Homo sapiens	not applicable	acute monocytic leukemia	not available	not available	not available	not available	not available	monocyte	cell	study sample	FACS	not applicable	4	1	THP1	THP1	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT128C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	4	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	THP1	SC
CBIO715_6_129N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not available	cell	study sample	FACS	not applicable	4	1	not applicable	mix	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT129N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	4	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	mix	SC
CBIO715_6_129C	Homo sapiens	not applicable	acute monocytic leukemia	not available	not available	not available	not available	not available	monocyte	cell	study sample	FACS	not applicable	4	1	THP1	THP1	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT129C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	4	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	THP1	SC
CBIO715_6_130N	Homo sapiens	not applicable	acute monocytic leukemia	not available	not available	not available	not available	not available	monocyte	cell	study sample	FACS	not applicable	4	1	THP1	THP1	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT130N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	4	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	THP1	SC
CBIO715_6_130C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	negative control	not applicable	empty	0	1	not applicable	blank	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT130C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	0	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	blank	SC
CBIO715_6_131N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not available	cell	study sample	FACS	not applicable	4	1	not applicable	mix	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT131N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	4	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	mix	SC
CBIO715_6_131C	Homo sapiens	not applicable	histiocytic lymphoma	not available	not available	not available	not available	not available	monocyte	cell	study sample	FACS	not applicable	4	1	U937	U937	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT131C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	4	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	U937	SC
CBIO715_6_132N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	negative control	not applicable	empty	0	1	not applicable	blank	SC	CBIO715_6	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.raw	1	TMT132N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO715	not applicable	0	CBIO715_6.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_6.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	blank	SC
